energibundt		sb.	11011362	2	energibundt;energibundter;energibundterne;energibundternes;energibundters;energibundtet;energibundtets;energibundts
energikrævende		adj.	53400169	-1	energikrævende;energikrævendes
energiløs		adj.	48006148	-1	energiløs;energiløse;energiløses;energiløst;energiløsts
energiløshed		sb.	48006093	-1	energiløshed;energiløsheden;energiløshedens;energiløsheds
energisk		adj.	11011380	2	energisk;energiske;energiskes;energisks
energispild		sb.	53000138	-1	energispild;energispildet;energispildets;energispilds
energiudfoldelse		sb.	53000144	1	energiudfoldelse;energiudfoldelsen;energiudfoldelsens;energiudfoldelser;energiudfoldelserne;energiudfoldelsernes;energiudfoldelsers;energiudfoldelses
enerverende		adj.	11011383	-2	enerverende;enerverendes
enerådende		adj.	11011384	-1	enerådende;enerådendes
enerådig		adj.	11011385	-1	enerådig;enerådige;enerådiges;enerådigt;enerådigts
enes		vb.	11011386	1	enedes;enes
enestående		adj.	11011389	3	enestående;eneståendes
enevælde		sb.	11011396	-1	enevælde;enevælden;enevældens;enevældes;enevældet;enevældets
enevældig		adj.	11011397	-1	enevældig;enevældige;enevældiges;enevældigt;enevældigts
enfold		sb.	11011402	-1	enfold;enfolden;enfoldens;enfolds
enfoldig		adj.	11011403	-1	enfoldig;enfoldige;enfoldigere;enfoldigeres;enfoldiges;enfoldigst;enfoldigste;enfoldigstes;enfoldigsts;enfoldigt;enfoldigts
enfoldighed		sb.	51000065	-1	enfoldighed;enfoldigheden;enfoldighedens;enfoldigheder;enfoldighederne;enfoldighedernes;enfoldigheders;enfoldigheds
engagement		sb.	11011406	2	engagement;engagementer;engagementerne;engagementernes;engagementers;engagementet;engagementets;engagements
engagere		vb.	11011407	1	engager;engagere;engagerede;engagerende;engagerer;engageres;engageret
engel		sb.	11011417	2	engel;engels;engle;englen;englene;englenes;englens;engles
engleagtig		adj.	11011426	1	engleagtig;engleagtige;engleagtiges;engleagtigt;engleagtigts
englebarn		sb.	11011427	1	englebarn;englebarnet;englebarnets;englebarns;englebørn;englebørnene;englebørnenes;englebørns
englemager		sb.	49202059	-1	
enig		adj.	11011447	1	enig;enige;eniges;enigt;enigts
enighed		sb.	11011448	2	enighed;enigheden;enighedens;enigheds
enkel		adj.	11011453	1	enkel;enkelt;enkelts;enkle;enklere;enkleres;enklest;enkleste;enklestes;enklests;enkles
enkelhed		sb.	11011454	1	enkelhed;enkelheden;enkelhedens;enkelheds
enkeltmandspræstation		sb.	50001767	2	enkeltmandspræstation;enkeltmandspræstationen;enkeltmandspræstationens;enkeltmandspræstationer;enkeltmandspræstationerne;enkeltmandspræstationernes;enkeltmandspræstationers;enkeltmandspræstations
enkeltproblem		sb.	53000163	-1	enkeltproblem;enkeltproblemer;enkeltproblemerne;enkeltproblemernes;enkeltproblemers;enkeltproblemet;enkeltproblemets;enkeltproblems
ensformig		adj.	11011501	-1	ensformig;ensformige;ensformiges;ensformigt;ensformigts
ensformighed		sb.	51000071	-1	ensformighed;ensformigheden;ensformighedens;ensformigheder;ensformighederne;ensformighedernes;ensformigheders;ensformigheds
ensidig		adj.	11011503	-1	ensidede;ensidedes;ensidet;ensidets;ensidig;ensidige;ensidiges;ensidigt;ensidigts
ensidighed		sb.	51000072	-1	ensidethed;ensidetheden;ensidethedens;ensidetheder;ensidethederne;ensidethedernes;ensidetheders;ensidetheds;ensidighed;ensidigheden;ensidighedens;ensidigheder;ensidighederne;ensidighedernes;ensidigheders;ensidigheds
ensom		adj.	11011508	-2	ensom;ensomme;ensommere;ensommeres;ensommes;ensomst;ensomste;ensomstes;ensomsts;ensomt;ensomts
ensomhed		sb.	11011509	-2	ensomhed;ensomheden;ensomhedens;ensomheds
ensomhedsfølelse		sb.	50001779	-2	ensomhedsfølelse;ensomhedsfølelsen;ensomhedsfølelsens;ensomhedsfølelser;ensomhedsfølelserne;ensomhedsfølelsernes;ensomhedsfølelsers;ensomhedsfølelses
ensomhedsproblem		sb.	53000173	-1	ensomhedsproblem;ensomhedsproblemer;ensomhedsproblemerne;ensomhedsproblemernes;ensomhedsproblemers;ensomhedsproblemet;ensomhedsproblemets;ensomhedsproblems
ensporet		adj.	11011511	-2	ensporede;ensporedes;ensporet;ensporets
enstrenget		adj.	11011524	-1	enstrengede;enstrengedes;enstrenget;enstrengets
entourage		sb.	41000458	1	entourage;entouragen;entouragens;entourager;entouragerne;entouragernes;entouragers;entourages
entreprenant		adj.	11011542	-1	entreprenant;entreprenante;entreprenantes;entreprenants
entreprenørånd		sb.	11011545	1	entreprenørånd;entreprenørånden;entreprenøråndens;entreprenørånds
entusiasme		sb.	11011549	2	entusiasme;entusiasmen;entusiasmens;entusiasmes
entusiast		sb.	11011550	2	entusiast;entusiasten;entusiastens;entusiaster;entusiasterne;entusiasternes;entusiasters;entusiasts
entusiastisk		adj.	11011551	2	entusiastisk;entusiastiske;entusiastiskes;entusiastisks
envejskommunikation		sb.	11011554	-1	envejskommunikation;envejskommunikationen;envejskommunikationens;envejskommunikations
enøjet		adj.	11011559	-1	enøjede;enøjedes;enøjet;enøjets
enøjethed		sb.	11011560	-1	enøjethed;enøjetheden;enøjethedens;enøjetheds
epidemi		sb.	11011569	-2	epidemi;epidemien;epidemiens;epidemier;epidemierne;epidemiernes;epidemiers;epidemis
epigon		sb.	11011576	-1	epigon;epigonen;epigonens;epigoner;epigonerne;epigonernes;epigoners;epigons
epokegørende		adj.	11011599	2	epokegørende;epokegørendes
erfaren		adj.	11011619	1	erfaren;erfarent;erfarents;erfarne;erfarnes
erfarenhed		sb.	30000663	1	erfarenhed;erfarenheden;erfarenhedens;erfarenheds
erfaring		sb.	11011620	1	erfaring;erfaringen;erfaringens;erfaringer;erfaringerne;erfaringernes;erfaringers;erfarings
erhverve		vb.	11011634	1	erhverv;erhverve;erhvervede;erhvervende;erhverver;erhverves;erhvervet
erkende		vb.	11011717	-1	erkend;erkende;erkendende;erkender;erkendes;erkendt;erkendte;erkendtes;erkendts
erkendelse		sb.	11011718	1	erkendelse;erkendelsen;erkendelsens;erkendelser;erkendelserne;erkendelsernes;erkendelsers;erkendelses
erkendtlig		adj.	11011721	1	erkendtlig;erkendtlige;erkendtliges;erkendtligt;erkendtligts
erkendtlighed		sb.	11011722	2	erkendtlighed;erkendtligheden;erkendtlighedens;erkendtligheder;erkendtlighederne;erkendtlighedernes;erkendtligheders;erkendtligheds
erklæringskrig		sb.	11011726	-2	erklæringskrig;erklæringskrige;erklæringskrigen;erklæringskrigene;erklæringskrigenes;erklæringskrigens;erklæringskriges;erklæringskrigs
erobre		vb.	11011733	1	erobr;erobre;erobrede;erobrende;erobrer;erobres;erobret
erobrer		sb.	11011734	1	erobrer;erobrere;erobreren;erobrerens;erobreres;erobrerne;erobrernes;erobrers
erobring		sb.	11011735	1	erobring;erobringen;erobringens;erobringer;erobringerne;erobringernes;erobringers;erobrings
erobringstogt		sb.	53000199	1	erobringstogt;erobringstogter;erobringstogterne;erobringstogternes;erobringstogters;erobringstogtet;erobringstogtets;erobringstogts
eros		sb.	11011738	1	eros;eros'
erot		sb.	11011740	1	erot;eroten;erotens;eroter;eroterne;eroternes;eroters;erots
erotisk		adj.	11011745	1	erotisk;erotiske;erotiskes;erotisks
erstatning		sb.	11011751	1	erstatning;erstatningen;erstatningens;erstatninger;erstatningerne;erstatningernes;erstatningers;erstatnings
es	1	sb.	11011762	2	es';es;esser;esserne;essernes;essers;esset;essets
eskalation		sb.	53400187	-2	eskalation;eskalationen;eskalationens;eskalationer;eskalationerne;eskalationernes;eskalationers;eskalations
eskalere		vb.	11011775	-2	eskaler;eskalere;eskalerede;eskalerende;eskalerer;eskaleres;eskaleret
eskalering		sb.	51000089	-2	eskalering;eskaleringen;eskaleringens;eskaleringer;eskaleringerne;eskaleringernes;eskaleringers;eskalerings
eskapade		sb.	11011776	-1	eskapade;eskapaden;eskapadens;eskapader;eskapaderne;eskapadernes;eskapaders;eskapades
eskapisme		sb.	11011777	-1	eskapisme;eskapismen;eskapismens;eskapismes
eskapist		sb.	11011778	-1	eskapist;eskapisten;eskapistens;eskapister;eskapisterne;eskapisternes;eskapisters;eskapists
eskapistisk		adj.	11011779	-1	eskapistisk;eskapistiske;eskapistiskes;eskapistisks
eskortere		vb.	11011785	1	eskorter;eskortere;eskorterede;eskorterende;eskorterer;eskorteres;eskorteret
essentiel		adj.	11011805	2	essentiel;essentielle;essentielles;essentielt;essentielts
estime		sb.	11011811	1	estime;estimen;estimens;estimes
estimeret		adj.	11011813	2	estimerede;estimeredes;estimeret;estimerets
etik		sb.	11011862	1	etik;etikken;etikkens;etikker;etikkerne;etikkernes;etikkers;etiks
etiker		sb.	11011863	1	etiker;etikere;etikeren;etikerens;etikeres;etikerne;etikernes;etikers
etikette		sb.	11011865	1	etikette;etiketten;etikettens;etikettes
etikettespørgsmål		sb.	53000214	1	etikettespørgsmål;etikettespørgsmålene;etikettespørgsmålenes;etikettespørgsmålet;etikettespørgsmålets;etikettespørgsmåls
etisk		adj.	11011869	1	etisk;etiske;etiskes;etisks
etos		sb.	11011883	1	etos';etos
etårsdag		sb.	53000216	1	etårsdag;etårsdage;etårsdagen;etårsdagene;etårsdagenes;etårsdagens;etårsdages;etårsdags
eufori		sb.	11011908	3	eufori;euforien;euforiens;euforis
eunuk		sb.	11011916	-1	eunuk;eunukken;eunukkens;eunukker;eunukkerne;eunukkernes;eunukkers;eunuks
eurokrat		sb.	11011926	-1	eurokrat;eurokraten;eurokratens;eurokrater;eurokraterne;eurokraternes;eurokraters;eurokrats
evakuering		sb.	51000094	1	evakuering;evakueringen;evakueringens;evakueringer;evakueringerne;evakueringernes;evakueringers;evakuerings
event		sb.	11011954	1	event;eventen;eventene;eventenes;eventens;eventet;eventets;events
eventyr		sb.	11011958	2	eventyr;eventyrene;eventyrenes;eventyret;eventyrets;eventyrs
eventyragtig		adj.	51003870	1	eventyragtig;eventyragtige;eventyragtiges;eventyragtigt;eventyragtigts
eventyrer		sb.	11011959	1	eventyrer;eventyrere;eventyreren;eventyrerens;eventyreres;eventyrerne;eventyrernes;eventyrers
eventyrland		sb.	11011960	1	eventyrland;eventyrlande;eventyrlandene;eventyrlandenes;eventyrlandes;eventyrlandet;eventyrlandets;eventyrlands
eventyrlig		adj.	11011961	1	eventyrlig;eventyrlige;eventyrliges;eventyrligst;eventyrligste;eventyrligstes;eventyrligsts;eventyrligs;eventyrligt;eventyrligts
eventyrlyst		sb.	11011962	1	eventyrlyst;eventyrlysten;eventyrlystens;eventyrlysts
eventyrlysten		adj.	11011963	1	eventyrlysten;eventyrlystent;eventyrlystents;eventyrlystne;eventyrlystnes
evergreen		sb.	11011967	1	evergreen;evergreenene;evergreenenes;evergreens
evidens		sb.	11011969	1	evidens';evidens;evidensen;evidensens;evidenser;evidenserne;evidensernes;evidensers
evident		adj.	11011970	1	evident;evidente;evidentes;evidents
evighedsmaskine		sb.	11011977	-1	evighedsmaskine;evighedsmaskinen;evighedsmaskinens;evighedsmaskiner;evighedsmaskinerne;evighedsmaskinernes;evighedsmaskiners;evighedsmaskines
evighedsstudent		sb.	11011978	-1	evighedsstudent;evighedsstudenten;evighedsstudentens;evighedsstudenter;evighedsstudenterne;evighedsstudenternes;evighedsstudenters;evighedsstudents
evindelig		adj.	11011981	-2	evindelig;evindelige;evindeliges;evindeligs;evindeligt;evindeligts
evne	1	sb.	11011983	2	evne;evnen;evnens;evner;evnerne;evnernes;evners;evnes
evne	2	vb.	11011984	2	evn;evne;evnede;evnende;evner;evnes;evnet
evnerig		adj.	53201394	2	evnerig;evnerige;evneriges;evnerigt;evnerigts
evnesvag		adj.	11011985	-1	evnesvag;evnesvage;evnesvages;evnesvagt;evnesvagts
evolutionær		adj.	11011990	1	evolutionær;evolutionære;evolutionæres;evolutionært;evolutionærts
excellence		sb.	11011999	2	excellence;excellencen;excellencens;excellencer;excellencerne;excellencernes;excellencers;excellences
excellent		adj.	11012000	3	excellent;excellente;excellentes;excellents
excentricitet		sb.	11012002	-1	excentricitet;excentriciteten;excentricitetens;excentriciteter;excentriciteterne;excentriciteternes;excentriciteters;excentricitets
exces		sb.	11012009	-1	exces;exces';excessen;excessens;excesser;excesserne;excessernes;excessers
excessiv		adj.	11012010	-1	excessiv;excessive;excessives;excessivt;excessivts
exit	2	adv.	11012016	-1	exit
exit	1	sb.	11012015	-1	exit;exits;exitten;exittens;exitter;exitterne;exitternes;exitters;exittet;exittets
fabelagtig		adj.	11012036	3	fabelagtig;fabelagtige;fabelagtiges;fabelagtigs;fabelagtigt;fabelagtigts
fable		vb.	11012039	-1	fabl;fable;fablede;fablende;fabler;fables;fablet
fablen		sb.	51000101	-1	fablen;fablens
fabrikationsfejl		sb.	11012045	-1	fabrikationsfejl;fabrikationsfejlen;fabrikationsfejlene;fabrikationsfejlenes;fabrikationsfejlens;fabrikationsfejls
fabriksny		adj.	11012048	1	fabriksny;fabriksnye;fabriksnyes;fabriksnys;fabriksnyt;fabriksnyts
fabulere		vb.	11012051	-1	fabuler;fabulere;fabulerede;fabulerende;fabulerer;fabuleres;fabuleret
faceliftet		adj.	11012054	1	faceliftede;faceliftedes;faceliftet;faceliftets
faceoff		sb.	11012055	-1	faceoff;faceoffs
facil		adj.	11012059	1	facil;facile;faciles;facilt;facilts
facilitator		sb.	41001147	1	facilitator;facilitatoren;facilitatorens;facilitatorer;facilitatorerne;facilitatorernes;facilitatorers;facilitators
facilitere		vb.	45001402	2	faciliter;facilitere;faciliterede;faciliterende;faciliterer;faciliteres;faciliteret
facitliste		sb.	11012063	1	facitliste;facitlisten;facitlistens;facitlister;facitlisterne;facitlisternes;facitlisters;facitlistes
facts		sb. pl.	11012069	1	facts;facts';factsene;factsenes
fad	2	adj.	11012072	-2	fad;fade;fades;fads;fadt;fadts
faderhad		sb.	53000254	-3	faderhad;faderhadet;faderhadets;faderhads
faderkærlighed		sb.	11012081	2	faderkærlighed;faderkærligheden;faderkærlighedens;faderkærligheds
fadermord		sb.	50001863	-2	fadermord;fadermordene;fadermordenes;fadermordet;fadermordets;fadermords
fadæse		sb.	11012091	-2	fadæse;fadæsen;fadæsens;fadæser;fadæserne;fadæsernes;fadæsers;fadæses
fager		adj.	11012097	3	fager;fagert;fagerts;fagre;fagrere;fagreres;fagrest;fagreste;fagrestes;fagrests;fagres
fagkyndig		adj.	11012112	2	fagkyndig;fagkyndige;fagkyndiges;fagkyndigt;fagkyndigts
faible		sb.	11012137	1	faible;faibles
fair		adj.	11012138	2	fair;fairs
fairness		sb.	11012139	2	fairness';fairness
fairplay		sb.	11012140	1	fairplay;fairplays
fake	1	sb.	11012144	-2	fake;fakes
fake	2	vb.	41000380	-2	fake;fakede;fakende;faker;fakes;faket
fake	3	adj.	41000391	-2	fake;fakes
fakkeltog		sb.	11012147	1	fakkeltog;fakkeltogene;fakkeltogenes;fakkeltoget;fakkeltogets;fakkeltogs
faktaresistent		adj.	41000735	-2	faktaresistent;faktaresistente;faktaresistentes;faktaresistents
faktisk		adj.	11012153	1	faktisk;faktiske;faktiskes;faktisks
faktuel		adj.	11012157	1	faktuel;faktuelle;faktuelles;faktuelt;faktuelts
faktum		sb.	11012158	1	fakta;faktaene;faktaenes;faktas;faktum;faktummet;faktummets;faktums
falbelader		sb. pl.	11012168	-1	falbelader;falbeladerne;falbeladernes;falbeladers
fald		sb.	11012170	-2	fald;faldene;faldenes;faldet;faldets;falds
falde		vb.	11012172	-1	fald;falde;falden;faldende;faldens;falder;faldes;faldet;faldne;faldnes;faldt;faldts
faldefærdig		adj.	11012173	-1	faldefærdig;faldefærdige;faldefærdiges;faldefærdigt;faldefærdigts
faldgrube		sb.	11012179	-1	faldgrube;faldgruben;faldgrubens;faldgruber;faldgruberne;faldgrubernes;faldgrubers;faldgrubes
falkeblik		sb.	11012187	1	falkeblik;falkeblikke;falkeblikkene;falkeblikkenes;falkeblikkes;falkeblikket;falkeblikkets;falkebliks
fallent		sb.	11012191	-1	fallent;fallenten;fallentens;fallenter;fallenterne;fallenternes;fallenters;fallents
falleret		adj.	11012192	-2	fallerede;falleredes;falleret;fallerets
fallerethed		sb.	48007349	-2	
fallit	2	adj.	11012195	-2	fallit;fallits
fallit	1	sb.	11012194	-2	fallit;fallits;fallitten;fallittens;fallitter;fallitterne;fallitternes;fallitters
fallitbo		sb.	11012196	-2	fallitbo;fallitboer;fallitboerne;fallitboernes;fallitboers;fallitboet;fallitboets;fallitbos
falliterklæring		sb.	11012197	-2	falliterklæring;falliterklæringen;falliterklæringens;falliterklæringer;falliterklæringerne;falliterklæringernes;falliterklæringers;falliterklærings
falme		vb.	11012199	-1	falm;falme;falmede;falmende;falmer;falmes;falmet
falsk	1	sb.	11012206	-2	falsk;falsks
falsk	2	adj.	11012207	-2	falsk;falske;falskes;falsks;falskt;falskts
falskhed		sb.	11012208	-2	falskhed;falskheden;falskhedens;falskheds
falskmøntner		sb.	11012209	-2	falskmøntner;falskmøntnere;falskmøntneren;falskmøntnerens;falskmøntneres;falskmøntnerne;falskmøntnernes;falskmøntners
falskmøntneri		sb.	11012210	-2	falskmøntneri;falskmøntnerier;falskmøntnerierne;falskmøntneriernes;falskmøntneriers;falskmøntneriet;falskmøntneriets;falskmøntneris
falskner		sb.	11012211	-2	falskner;falsknere;falskneren;falsknerens;falskneres;falsknerne;falsknernes;falskners
falskneri		sb.	11012212	-2	falskneri;falsknerier;falsknerierne;falskneriernes;falskneriers;falskneriet;falskneriets;falskneris
falskspil		sb.	11012213	-2	falskspil;falskspillet;falskspillets;falskspils
falsum		sb.	11012216	-2	falsum;falsummer;falsummerne;falsummernes;falsummers;falsummet;falsummets;falsums
familiaritet		sb.	11012218	1	familiaritet;familiariteten;familiaritetens;familiaritets
familiebånd		sb.	11012225	1	familiebånd;familiebåndene;familiebåndenes;familiebåndet;familiebåndets;familiebånds
familiefejde		sb.	50001900	-2	familiefejde;familiefejden;familiefejdens;familiefejder;familiefejderne;familiefejdernes;familiefejders;familiefejdes
familiefølelse		sb.	11012234	1	familiefølelse;familiefølelsen;familiefølelsens;familiefølelser;familiefølelserne;familiefølelsernes;familiefølelsers;familiefølelses
familiekonflikt		sb.	40001532	-2	familiekonflikt;familiekonflikten;familiekonfliktens;familiekonflikter;familiekonflikterne;familiekonflikternes;familiekonflikters;familiekonflikts
familieløs		adj.	48006579	-1	familieløs;familieløse;familieløses;familieløst;familieløsts
familierabat		sb.	50001930	1	familierabat;familierabats;familierabatten;familierabattens;familierabatter;familierabatterne;familierabatternes;familierabatters
familieskænderi		sb.	50001939	-2	familieskænderi;familieskænderier;familieskænderierne;familieskænderiernes;familieskænderiers;familieskænderiet;familieskænderiets;familieskænderis
familiær		adj.	11012255	1	familiær;familiære;familiæres;familiært;familiærts
famle		vb.	11012256	-1	faml;famle;famlede;famlende;famler;famles;famlet
famlen		sb.	51000107	-1	famlen;famlens
fan		sb.	11012258	3	fan;fans;fansene;fansenes
fanatiker		sb.	11012259	-2	fanatiker;fanatikere;fanatikeren;fanatikerens;fanatikeres;fanatikerne;fanatikernes;fanatikers
fanatisere		vb.	11012260	-1	fanatiser;fanatisere;fanatiserede;fanatiserende;fanatiserer;fanatiseres;fanatiseret
fanatisk		adj.	11012261	-2	fanatisk;fanatiske;fanatiskes;fanatisks
fanatisme		sb.	11012262	-1	fanatisme;fanatismen;fanatismens;fanatismes
fanbrev		sb.	11012263	2	fanbrev;fanbreve;fanbrevene;fanbrevenes;fanbreves;fanbrevet;fanbrevets;fanbrevs
fancy		adj.	11012264	2	fancy;fancys
fanden		sb.	11012267	-3	faen;fa'en;faens;fa'ens;fa'en;faen;faens;fa'ens;fa'n;fanden;fandens;fa'ns;fa'n;fa'ns
fandenivoldsk		adj.	11012268	1	fandenivoldsk;fandenivoldske;fandenivoldskes;fandenivoldsks
fandenivoldskhed		sb.	51000108	-1	fandenivoldskhed;fandenivoldskheden;fandenivoldskhedens;fandenivoldskheds
fandens		adj.	11012269	-2	faens;fa'ens;fandens
fanebærer		sb.	11012275	1	fanebærer;fanebærere;fanebæreren;fanebærerens;fanebæreres;fanebærerne;fanebærernes;fanebærers
faneflugt		sb.	11012277	-1	faneflugt;faneflugten;faneflugtens;faneflugts
fange	1	sb.	11012282	-1	fange;fangen;fangens;fanger;fangerne;fangernes;fangers;fanges
fange	2	vb.	11012283	1	fang;fange;fangede;fangen;fangende;fangent;fanger;fanges;fanget;fangne;fangnes
fangeoprør		sb.	50001951	-1	fangeoprør;fangeoprørene;fangeoprørenes;fangeoprøret;fangeoprørets;fangeoprørs
fangruppe		sb.	49001343	3	fangruppe;fangruppen;fangruppens;fangrupper;fangrupperne;fangruppernes;fangruppers;fangruppes
fanklub		sb.	11012299	3	fanklub;fanklubben;fanklubbens;fanklubber;fanklubberne;fanklubbernes;fanklubbers;fanklubs
fanskare		sb.	50001955	3	fanskare;fanskaren;fanskarens;fanskarer;fanskarerne;fanskarernes;fanskarers;fanskares
fantalastisk		adj.	41001561	3	fantalastisk;fantalastiske;fantalastiskes;fantalastiskt;fantalastiskts
fantasere		vb.	11012302	-1	fantaser;fantasere;fantaserede;fantaserende;fantaserer;fantaseres;fantaseret
fantaseren		sb.	51000109	-1	fantaseren;fantaserens
fantasi		sb.	11012303	1	fantasi;fantasien;fantasiens;fantasier;fantasierne;fantasiernes;fantasiers;fantasis
fantasibillede		sb.	11012304	-1	fantasibillede;fantasibilleder;fantasibillederne;fantasibilledernes;fantasibilleders;fantasibilledes;fantasibilledet;fantasibilledets
fantasiforladt		adj.	11012307	-1	fantasiforladt;fantasiforladte;fantasiforladtes;fantasiforladts
fantasifoster		sb.	11012308	-1	fantasifoster;fantasifosteret;fantasifosterets;fantasifosters;fantasifostre;fantasifostrene;fantasifostrenes;fantasifostres;fantasifostret;fantasifostrets
fantasifuldhed		sb.	51000110	1	fantasifuldhed;fantasifuldheden;fantasifuldhedens;fantasifuldheder;fantasifuldhederne;fantasifuldhedernes;fantasifuldheders;fantasifuldheds
fantasiløs		adj.	11012311	-1	fantasiløs;fantasiløse;fantasiløses;fantasiløst;fantasiløsts
fantasiløshed		sb.	51000111	-1	fantasiløshed;fantasiløsheden;fantasiløshedens;fantasiløsheds
fantasipris		sb.	11012312	-1	fantasipris';fantasipris;fantasiprisen;fantasiprisens;fantasipriser;fantasipriserne;fantasiprisernes;fantasiprisers
fantasiverden		sb.	11012315	1	fantasiverden;fantasiverdenen;fantasiverdenens;fantasiverdener;fantasiverdenerne;fantasiverdenernes;fantasiverdeners;fantasiverdens;fantasiverdner;fantasiverdnerne;fantasiverdnernes;fantasiverdners
fantasme		sb.	11012317	-1	fantasme;fantasmen;fantasmens;fantasmer;fantasmerne;fantasmernes;fantasmers;fantasmes
fantast		sb.	11012318	-1	fantast;fantasten;fantastens;fantaster;fantasterne;fantasternes;fantasters;fantasts
fantasteri		sb.	11012319	-1	fantasteri;fantasterier;fantasterierne;fantasteriernes;fantasteriers;fantasteriet;fantasteriets;fantasteris
fantastisk		adj.	11012321	3	fantastisk;fantastiske;fantastiskes;fantastisks
fantom		sb.	11012323	-1	fantom;fantomer;fantomerne;fantomernes;fantomers;fantomet;fantomets;fantoms
farce		sb.	11012334	-1	farce;farcen;farcens;farcer;farcerne;farcernes;farcers;farces
farceagtig		adj.	51003878	-1	farceagtig;farceagtige;farceagtiges;farceagtigt;farceagtigts
fare	1	sb.	11012335	-2	fare;faren;farens;farer;farerne;farernes;farers;fares
fare	2	vb.	11012336	-1	far;fare;farede;faren;farende;farent;farer;fares;faret;farne;farnes;for;fremfarendes;fór;henfarens;opfarendes
farefri		adj.	11012338	2	farefri;farefrie;farefries;farefris;farefrit;farefrits
farefuld		adj.	11012339	-2	farefuld;farefulde;farefuldes;farefuldt;farefuldts
farefuldhed		sb.	48005599	-2	
farefyldt		adj.	48005600	-2	
faremoment		sb.	50001956	-2	faremoment;faremomenter;faremomenterne;faremomenternes;faremomenters;faremomentet;faremomentets;faremoments
faresignal		sb.	11012344	-1	faresignal;faresignaler;faresignalerne;faresignalernes;faresignalers;faresignalet;faresignalets;faresignals
faretruende		adj.	11012345	-2	faretruende;faretruendes
farezone		sb.	11012346	-2	farezone;farezonen;farezonens;farezoner;farezonerne;farezonernes;farezoners;farezones
farisæisk		adj.	53400203	-1	farisæisk;farisæiske;farisæiskes;farisæisks
farisæisme		sb.	53400204	-1	farisæisme;farisæismen;farisæismens;farisæismes
farlig		adj.	11012350	-2	farlig;farlige;farligere;farligeres;farliges;farligst;farligste;farligstes;farligsts;farligs;farligt;farligts
farlighed		sb.	51000113	-2	farlighed;farligheden;farlighedens;farligheder;farlighederne;farlighedernes;farligheders;farligheds
farsot		sb.	11012367	-1	farsot;farsoten;farsotens;farsoter;farsoterne;farsoternes;farsoters;farsots
farvefattig		adj.	48005841	-2	farvefattig;farvefattige;farvefattiges;farvefattigt;farvefattigts
farveglad		adj.	11012395	1	farveglad;farveglade;farveglades;farveglads
farveglæde		sb.	11012396	1	farveglæde;farveglæden;farveglædens;farveglædes
farveharmoni		sb.	11012399	1	farveharmoni;farveharmonien;farveharmoniens;farveharmonier;farveharmonierne;farveharmoniernes;farveharmoniers;farveharmonis
farvelknus		sb.	53000265	2	farvelknus';farvelknus;farvelknusene;farvelknusenes;farvelknuset;farvelknusets
farvelkys		sb.	50001960	2	farvelkys;farvelkys';farvelkyssene;farvelkyssenes;farvelkysset;farvelkyssets
farveorgie		sb.	11012415	2	farveorgie;farveorgier;farveorgierne;farveorgiernes;farveorgiers;farveorgies;farveorgiet;farveorgiets
farvepragt		sb.	11012416	2	farvepragt;farvepragten;farvepragtens;farvepragts
farveprægtig		adj.	11012417	2	farveprægtig;farveprægtige;farveprægtiges;farveprægtigt;farveprægtigts
farverigdom		sb.	11012422	2	farverigdom;farverigdomme;farverigdommen;farverigdommene;farverigdommenes;farverigdommens;farverigdommes;farverigdoms
farvestrålende		adj.	11012429	2	farvestrålende;farvestrålendes
fascination		sb.	11012445	2	fascination;fascinationen;fascinationens;fascinationer;fascinationerne;fascinationernes;fascinationers;fascinations
fascinere		vb.	11012446	3	fasciner;fascinere;fascinerede;fascinerende;fascinerer;fascineres;fascineret
fascisme		sb.	11012447	-2	fascisme;fascismen;fascismens;fascismes
fascist		sb.	11012448	-2	fascist;fascisten;fascistens;fascister;fascisterne;fascisternes;fascisters;fascists
fascistisk		adj.	11012449	-2	fascistisk;fascistiske;fascistiskes;fascistisks
fascistoid		adj.	11012450	-2	fascistoid;fascistoide;fascistoides;fascistoidt;fascistoidts
fast	1	adj.	11012457	1	fast;faste;fastere;fasteres;fastest;fasteste;fastestes;fastests;fastes;fasts
fastfryse		vb.	11012472	1	fastfrosne;fastfrossen;fastfrosset;fastfrys;fastfryse;fastfrysende;fastfryser;fastfryses;fastfrøs
fastgroet		adj.	11012473	-1	fastgroede;fastgroedes;fastgroet;fastgroets
fasthed		sb.	51000116	1	fasthed;fastheden;fasthedens;fastheder;fasthederne;fasthedernes;fastheders;fastheds
fastholde		vb.	11012475	1	fasthold;fastholde;fastholdende;fastholder;fastholdes;fastholdt
fastholdelse		sb.	51000121	1	fastholdelse;fastholdelsen;fastholdelsens;fastholdelser;fastholdelserne;fastholdelsernes;fastholdelsers;fastholdelses
fastholden		sb.	51000122	1	fastholden;fastholdens
fastholder		sb.	11012476	1	fastholder;fastholdere;fastholderen;fastholderens;fastholderes;fastholderne;fastholdernes;fastholders
fastkørt		adj.	53400207	-1	fastkørt;fastkørte;fastkørtes;fastkørts
fastlåse		vb.	11012486	-1	fastlås;fastlåse;fastlåsede;fastlåsende;fastlåser;fastlåses;fastlåset;fastlåst;fastlåste
fastslå		vb.	11012491	1	fastslog;fastslå;fastslående;fastslået;fastslår
fasttømret		adj.	11012494	1	fasttømrede;fasttømredes;fasttømret;fasttømrets
